requirement_id,requirement_family,audit_id,flow_id,legacy_id,test_name,scenario_id,source_checker,sva_cover,consumer_evidence,status,action,illegal_stimulus,waiver_or_open_reason,notes
MBUF-TP-003,MBUF,PTW-AUD-015,,,test_pmbuf_multi_outstanding_id_001,LSUMULTI-TP-001;CREDIT-TP-001,ptw_source_monitor ID-indexed lsu request/outstanding,PTW-SVA-LSUID-002;cp_lsu_two_outstanding,,phase14-closed,phase12-directed,no,Phase14 replaces legacy serial-outstanding expectation,multi outstanding by different ID is legal
MBUF-TP-004,MBUF,PTW-AUD-015,,,test_pmbuf_req_resp_id_basic_001;test_pmbuf_ooo_response_by_id_001,LSUID-TP-002;LSUOOO-TP-001,ptw_source_monitor response ID route and source-key completion,PTW-SVA-LSUID-004;PTW-SVA-LSUID-005;cp_lsu_ooo_response,,phase14-closed,phase12-directed,no,Phase14 replaces legacy mandatory in-order expectation,in-order subset and OOO by ID are both legal
MBUF-TP-005,MBUF,PTW-AUD-016,,,test_ptw_mbuf_chk_not_ready_hold_001,PTW-SCN-MBUF-005,ptw_source_monitor data writeback,PTW-SVA-MBUF-006,,open,bind-later,no,stage5/6,normal data CHK ready
MBUF-TP-006,MBUF,PTW-AUD-016,,,test_ptw_mbuf_chk_not_ready_hold_001,PTW-SCN-MBUF-006,ptw_source_monitor get/hold,PTW-SVA-MBUF-007,,open,bind-later,no,stage5/6,normal data CHK not ready
MBUF-TP-007,MBUF,PTW-AUD-016,,,test_ptw_lsu_bus_error_priority_001,PTW-SCN-MBUF-007,ptw_source_sb access fault no-side-effect,PTW-SVA-MBUF-008,,open,bind-later,no,stage5/6,bus error no CHK/refill/PDE
MBUF-TP-008,MBUF,PTW-AUD-016,,,test_ptw_lsu_bus_error_priority_001,PTW-SCN-MBUF-008,ptw_source_sb priority compare,PTW-SVA-MBUF-008;PTW-SVA-ARB-002,,open,bind-later,no,stage5/6,bus error priority
MBUF-TP-009,MBUF,PTW-AUD-017,,,test_ptw_abort_lsu_outstanding_matrix_001,PTW-SCN-MBUF-009,ptw_source_sb drop compare,PTW-SVA-MBUF-002;PTW-SVA-CTX-004,,open,bind-later,no,stage5/6,abort no LSU outstanding
MBUF-TP-010,MBUF,PTW-AUD-017,,,test_ptw_abort_lsu_outstanding_matrix_001,PTW-SCN-MBUF-010,ptw_source_sb late data drop compare,PTW-SVA-MBUF-010;PTW-SVA-CTX-005,,open,bind-later,no,stage5/6,abort LSU outstanding late data
MBUF-TP-011,MBUF,PTW-AUD-017,,,test_ptw_abort_lsu_outstanding_matrix_001,PTW-SCN-MBUF-011,ptw_source_sb abort bus-error drop compare,PTW-SVA-MBUF-011,,open,bind-later,no,stage5/6,abort same-cycle new bus error
MBUF-TP-012,MBUF,PTW-AUD-017,,,test_ptw_abort_lsu_outstanding_matrix_001,PTW-SCN-MBUF-012,ptw_source_sb granted exception compare,PTW-SVA-MBUF-012,,open,bind-later,no,stage5/6,pre-existing exception grant
MAEE-TP-001,MAEE,PTW-AUD-018,,,test_ptw_maee1_ext_attr_all_sizes_001,PTW-SCN-MAEE-001,ptw_source_sb flg compare,PTW-SVA-MAEE-001,,open,bind-later,no,stage5/6,MAEE1 1G raw attr
MAEE-TP-002,MAEE,PTW-AUD-018,,,test_ptw_maee1_ext_attr_all_sizes_001,PTW-SCN-MAEE-002,ptw_source_sb flg compare,PTW-SVA-MAEE-001,,open,bind-later,no,stage5/6,MAEE1 2M raw attr
MAEE-TP-003,MAEE,PTW-AUD-018,,,test_ptw_maee1_ext_attr_all_sizes_001,PTW-SCN-MAEE-003,ptw_source_sb flg compare,PTW-SVA-MAEE-001,,open,bind-later,no,stage5/6,MAEE1 4K raw attr
MAEE-TP-004,MAEE,PTW-AUD-020,,,test_ptw_maee0_1g_degrade_matrix_001;test_ptw_random_pte_perm_cross_001,PTW-SCN-MAEE-004;stage7_random_pte_perm_cross_no_cross_1g,ptw_source_sb no-degrade compare with Stage7 ref_model support,PTW-SVA-MAEE-004;PTW-SVA-MAEE-006,,stage7-partial-closed,stage7-ref-model-plus-random,no,random no-cross evidence added; dedicated 1G no-cross directed test still recommended,MAEE0 1G no-cross
MAEE-TP-005,MAEE,PTW-AUD-020,,,test_ptw_maee0_1g_degrade_matrix_001,PTW-SCN-MAEE-005,ptw_source_sb degrade compare with Stage7 ref_model support,PTW-SVA-MAEE-005;PTW-SVA-MAEE-007,,stage7-model-ready-open,stage7-ref-model-and-open,no,dedicated 1G to 2M directed evidence still open,MAEE0 1G to 2M
MAEE-TP-006,MAEE,PTW-AUD-020,,,test_ptw_maee0_1g_degrade_matrix_001,PTW-SCN-MAEE-006,ptw_source_sb degrade compare with Stage7 ref_model support,PTW-SVA-MAEE-005;PTW-SVA-MAEE-007,,stage7-model-ready-open,stage7-ref-model-and-open,no,dedicated 1G to 4K directed evidence still open,MAEE0 1G to 4K
MAEE-TP-007,MAEE,PTW-AUD-020,,,test_ptw_maee0_2m_degrade_matrix_001;test_ptw_random_pte_perm_cross_001,PTW-SCN-MAEE-007;stage7_random_pte_perm_cross_no_cross_2m,ptw_source_sb no-degrade compare with Stage7 ref_model support,PTW-SVA-MAEE-004;PTW-SVA-MAEE-006,,stage7-partial-closed,stage7-ref-model-plus-random,no,random no-cross evidence added; dedicated 2M no-cross directed test still recommended,MAEE0 2M no-cross
MAEE-TP-008,MAEE,PTW-AUD-020,,,test_ptw_maee0_2m_degrade_matrix_001,PTW-SCN-MAEE-008,ptw_source_sb degrade compare with Stage7 ref_model support,PTW-SVA-MAEE-005;PTW-SVA-MAEE-007,,stage7-model-ready-open,stage7-ref-model-and-open,no,dedicated 2M to 4K directed evidence still open,MAEE0 2M to 4K
MAEE-TP-009,MAEE,PTW-AUD-019,,,test_ptw_maee0_4k_sysmap_refill_001;test_ptw_maee_mid_sysmap_change_001,PTW-SCN-MAEE-009;stage7_maee_mid_sysmap_change,ptw_source_sb flg compare plus MAEE no-rollback,PTW-SVA-MAEE-002;PTW-SVA-MAEE-004,,stage7-strengthened,stage6-directed-plus-stage7-context,no,4K sysmap source path and mid-change no-rollback evidence,MAEE0 4K sysmap
MAEE-TP-010,MAEE,PTW-AUD-020,,,test_ptw_maee0_1g_degrade_matrix_001;test_ptw_maee0_2m_degrade_matrix_001,PTW-SCN-MAEE-010,ptw_source_monitor no lower walk plus Stage7 ref_model final-PPN/page-size support,PTW-SVA-MAEE-007,,stage7-model-ready-open,stage7-ref-model-and-open,no,model supports no-lower-walk final refill computation but dedicated cross/degrade lower-walk negative evidence remains open,degrade no lower walk
MAEE-TP-011,MAEE,PTW-AUD-014,,,test_ptw_huge_align_before_degrade_001,PTW-SCN-MAEE-011,ptw_source_sb page fault no sysmap,PTW-SVA-MAEE-008;PTW-SVA-CHK-008,,open,bind-later,no,stage5/6,misalign before degrade
MAEE-TP-012,MAEE,PTW-AUD-021,,,test_ptw_context_sampling_points_001;test_ptw_asid_refill_current_sample_001;test_ptw_maee_mid_sysmap_change_001,PTW-SCN-MAEE-012;stage7_asid_refill_current_sample;stage7_maee_mid_sysmap_change,ptw_source_ref_model current context sample,PTW-SVA-MAEE-009;PTW-SVA-CTX-006,,stage7-closed,stage7-directed,no,Stage7 covers current ASID refill and MAEE no rollback after sysmap entry,MAEE switch no rollback after sysmap entry
MAEE-TP-013,MAEE,PTW-AUD-020,,,test_ptw_sysmap_flag_order_default_001,PTW-SCN-MAEE-013,ptw_source_sb flg order compare,PTW-SVA-MAEE-004,,open,bind-later,no,stage5/6,sysmap flag order So/C/B/Sh/Sec
